time,x,y,z,phi_p,theta_p,psi_p,phi_c,theta_c,psi_c,u,v,w,p_p,q_p,r_p,p_c,q_c,r_c
0.000000,0.000000,0.000000,-1000.000000,0.000000,0.100000,0.000000,0.000000,0.100000,0.000000,10.000000,0.000000,-0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100000,0.978914,0.000000,-1000.139359,0.000000,0.112529,0.000000,0.000000,0.109254,0.000000,9.748126,0.000000,-0.168639,0.000000,0.218729,0.000000,0.000000,0.205394,0.000000
0.200000,1.931999,0.000000,-1000.248742,0.000000,0.139053,0.000000,0.000000,0.143414,0.000000,9.428896,0.000000,0.398234,0.000000,0.295481,0.000000,0.000000,0.476690,0.000000
0.300000,2.857821,0.000000,-1000.320033,0.000000,0.169313,0.000000,0.000000,0.202944,0.000000,9.084476,0.000000,1.038411,0.000000,0.302176,0.000000,0.000000,0.696322,0.000000
0.400000,3.759696,0.000000,-1000.349582,0.000000,0.198567,0.000000,0.000000,0.277805,0.000000,8.760334,0.000000,1.677109,0.000000,0.280566,0.000000,0.000000,0.771744,0.000000
0.500000,4.644027,0.000000,-1000.337474,0.000000,0.225293,0.000000,0.000000,0.350820,0.000000,8.487224,0.000000,2.268020,0.000000,0.251416,0.000000,0.000000,0.652998,0.000000
0.600000,5.518522,0.000000,-1000.291307,0.000000,0.247793,0.000000,0.000000,0.399086,0.000000,8.313595,0.000000,2.704267,0.000000,0.192165,0.000000,0.000000,0.269995,0.000000
0.700000,6.390751,0.000000,-1000.225367,0.000000,0.263243,0.000000,0.000000,0.397830,0.000000,8.235584,0.000000,2.967221,0.000000,0.115325,0.000000,0.000000,-0.306347,0.000000
0.800000,7.262561,0.000000,-1000.148200,0.000000,0.270982,0.000000,0.000000,0.339550,0.000000,8.160365,0.000000,3.120263,0.000000,0.039377,0.000000,0.000000,-0.823182,0.000000
0.900000,8.125668,0.000000,-1000.059809,0.000000,0.271143,0.000000,0.000000,0.244801,0.000000,7.969121,0.000000,3.203150,0.000000,-0.036301,0.000000,0.000000,-1.002422,0.000000
1.000000,8.963581,0.000000,-999.956894,0.000000,0.263793,0.000000,0.000000,0.153994,0.000000,7.627116,0.000000,3.207845,0.000000,-0.109108,0.000000,0.000000,-0.755938,0.000000
1.100000,9.762657,0.000000,-999.838139,0.000000,0.249872,0.000000,0.000000,0.102058,0.000000,7.225203,0.000000,3.151179,0.000000,-0.165743,0.000000,0.000000,-0.268127,0.000000
1.200000,10.521109,0.000000,-999.703373,0.000000,0.231428,0.000000,0.000000,0.099276,0.000000,6.880181,0.000000,3.090030,0.000000,-0.199383,0.000000,0.000000,0.186435,0.000000
1.300000,11.248371,0.000000,-999.552032,0.000000,0.210686,0.000000,0.000000,0.131096,0.000000,6.673857,0.000000,3.059677,0.000000,-0.212349,0.000000,0.000000,0.400026,0.000000
1.400000,11.960088,0.000000,-999.384656,0.000000,0.189513,0.000000,0.000000,0.168085,0.000000,6.637057,0.000000,3.052157,0.000000,-0.208881,0.000000,0.000000,0.290641,0.000000
1.500000,12.671337,0.000000,-999.203477,0.000000,0.169255,0.000000,0.000000,0.180711,0.000000,6.726839,0.000000,3.050466,0.000000,-0.195534,0.000000,0.000000,-0.061569,0.000000
1.600000,13.390198,0.000000,-999.010067,0.000000,0.150400,0.000000,0.000000,0.154062,0.000000,6.848985,0.000000,3.056828,0.000000,-0.182614,0.000000,0.000000,-0.459762,0.000000
1.700000,14.115294,0.000000,-998.803663,0.000000,0.132359,0.000000,0.000000,0.094157,0.000000,6.912006,0.000000,3.074027,0.000000,-0.180423,0.000000,0.000000,-0.699932,0.000000
1.800000,14.837898,0.000000,-998.582698,0.000000,0.113825,0.000000,0.000000,0.023388,0.000000,6.871954,0.000000,3.085047,0.000000,-0.192059,0.000000,0.000000,-0.672138,0.000000
1.900000,15.547886,0.000000,-998.346980,0.000000,0.093715,0.000000,0.000000,-0.032341,0.000000,6.756015,0.000000,3.073944,0.000000,-0.210262,0.000000,0.000000,-0.417452,0.000000
2.000000,16.240231,0.000000,-998.097274,0.000000,0.071907,0.000000,0.000000,-0.057401,0.000000,6.635808,0.000000,3.050285,0.000000,-0.224602,0.000000,0.000000,-0.086397,0.000000
2.100000,16.917509,0.000000,-997.833672,0.000000,0.049133,0.000000,0.000000,-0.052586,0.000000,6.581514,0.000000,3.034419,0.000000,-0.229062,0.000000,0.000000,0.157210,0.000000
2.200000,17.588410,0.000000,-997.555523,0.000000,0.026481,0.000000,0.000000,-0.032653,0.000000,6.636060,0.000000,3.032711,0.000000,-0.222221,0.000000,0.000000,0.206735,0.000000
2.300000,18.264022,0.000000,-997.262506,0.000000,0.005012,0.000000,0.000000,-0.018240,0.000000,6.797206,0.000000,3.037956,0.000000,-0.206056,0.000000,0.000000,0.055482,0.000000
2.400000,18.952983,0.000000,-996.954892,0.000000,-0.014592,0.000000,0.000000,-0.025275,0.000000,7.015964,0.000000,3.045961,0.000000,-0.186055,0.000000,0.000000,-0.200694,0.000000
2.500000,19.657934,0.000000,-996.632966,0.000000,-0.032316,0.000000,0.000000,-0.057110,0.000000,7.224349,0.000000,3.058305,0.000000,-0.169519,0.000000,0.000000,-0.418138,0.000000
2.600000,20.375258,0.000000,-996.297050,0.000000,-0.048790,0.000000,0.000000,-0.103621,0.000000,7.371653,0.000000,3.070745,0.000000,-0.161362,0.000000,0.000000,-0.482568,0.000000
2.700000,21.098115,0.000000,-995.948108,0.000000,-0.064847,0.000000,0.000000,-0.147377,0.000000,7.449804,0.000000,3.073602,0.000000,-0.160497,0.000000,0.000000,-0.367795,0.000000
2.800000,21.820971,0.000000,-995.587484,0.000000,-0.080941,0.000000,0.000000,-0.173321,0.000000,7.493287,0.000000,3.065747,0.000000,-0.161050,0.000000,0.000000,-0.143215,0.000000
2.900000,22.542806,0.000000,-995.215774,0.000000,-0.096907,0.000000,0.000000,-0.176205,0.000000,7.553977,0.000000,3.057153,0.000000,-0.157210,0.000000,0.000000,0.074464,0.000000
3.000000,23.267543,0.000000,-994.832385,0.000000,-0.112133,0.000000,0.000000,-0.162156,0.000000,7.674055,0.000000,3.056281,0.000000,-0.146079,0.000000,0.000000,0.183553,0.000000
3.100000,24.002189,0.000000,-994.436314,0.000000,-0.125878,0.000000,0.000000,-0.144675,0.000000,7.867165,0.000000,3.062843,0.000000,-0.127884,0.000000,0.000000,0.143553,0.000000
3.200000,24.753578,0.000000,-994.027115,0.000000,-0.137572,0.000000,0.000000,-0.137337,0.000000,8.111016,0.000000,3.073685,0.000000,-0.105800,0.000000,0.000000,-0.007170,0.000000
3.300000,25.525180,0.000000,-993.605170,0.000000,-0.147077,0.000000,0.000000,-0.146758,0.000000,8.359682,0.000000,3.088375,0.000000,-0.084963,0.000000,0.000000,-0.174873,0.000000
3.400000,26.315810,0.000000,-993.171563,0.000000,-0.154765,0.000000,0.000000,-0.169590,0.000000,8.568999,0.000000,3.105445,0.000000,-0.069917,0.000000,0.000000,-0.263131,0.000000
3.500000,27.120883,0.000000,-992.727979,0.000000,-0.161302,0.000000,0.000000,-0.194968,0.000000,8.719465,0.000000,3.119432,0.000000,-0.061736,0.000000,0.000000,-0.224452,0.000000
3.600000,27.935406,0.000000,-992.276297,0.000000,-0.167247,0.000000,0.000000,-0.210896,0.000000,8.824927,0.000000,3.126808,0.000000,-0.057392,0.000000,0.000000,-0.083783,0.000000
3.700000,28.756879,0.000000,-991.817775,0.000000,-0.172752,0.000000,0.000000,-0.210849,0.000000,8.921519,0.000000,3.131002,0.000000,-0.052216,0.000000,0.000000,0.080622,0.000000
3.800000,29.586521,0.000000,-991.352607,0.000000,-0.177546,0.000000,0.000000,-0.196855,0.000000,9.045793,0.000000,3.137830,0.000000,-0.042849,0.000000,0.000000,0.184000,0.000000
3.900000,30.428454,0.000000,-990.880406,0.000000,-0.181151,0.000000,0.000000,-0.177770,0.000000,9.215237,0.000000,3.149299,0.000000,-0.028568,0.000000,0.000000,0.180271,0.000000
4.000000,31.287361,0.000000,-990.401091,0.000000,-0.183155,0.000000,0.000000,-0.164031,0.000000,9.419155,0.000000,3.164467,0.000000,-0.011370,0.000000,0.000000,0.084646,0.000000
4.100000,32.165874,0.000000,-989.915354,0.000000,-0.183452,0.000000,0.000000,-0.161830,0.000000,9.625476,0.000000,3.182715,0.000000,0.004928,0.000000,0.000000,-0.037982,0.000000
4.200000,33.063184,0.000000,-989.424616,0.000000,-0.182325,0.000000,0.000000,-0.169975,0.000000,9.799715,0.000000,3.202631,0.000000,0.016717,0.000000,0.000000,-0.112152,0.000000
4.300000,33.975666,0.000000,-988.930745,0.000000,-0.180306,0.000000,0.000000,-0.181086,0.000000,9.924340,0.000000,3.220410,0.000000,0.022852,0.000000,0.000000,-0.095203,0.000000
4.400000,34.899053,0.000000,-988.435596,0.000000,-0.177881,0.000000,0.000000,-0.186271,0.000000,10.007743,0.000000,3.233151,0.000000,0.025377,0.000000,0.000000,-0.000409,0.000000
4.500000,35.830789,0.000000,-987.940440,0.000000,-0.175231,0.000000,0.000000,-0.180428,0.000000,10.077306,0.000000,3.242329,0.000000,0.027924,0.000000,0.000000,0.114338,0.000000
4.600000,36.771169,0.000000,-987.445728,0.000000,-0.172198,0.000000,0.000000,-0.164949,0.000000,10.161706,0.000000,3.251603,0.000000,0.033311,0.000000,0.000000,0.183855,0.000000
4.700000,37.722723,0.000000,-986.951507,0.000000,-0.168448,0.000000,0.000000,-0.146419,0.000000,10.274025,0.000000,3.262934,0.000000,0.042133,0.000000,0.000000,0.174149,0.000000
4.800000,38.688306,0.000000,-986.458056,0.000000,-0.163708,0.000000,0.000000,-0.132392,0.000000,10.404936,0.000000,3.276432,0.000000,0.052671,0.000000,0.000000,0.100105,0.000000
4.900000,39.669072,0.000000,-985.966183,0.000000,-0.157955,0.000000,0.000000,-0.126883,0.000000,10.529663,0.000000,3.291619,0.000000,0.061922,0.000000,0.000000,0.013271,0.000000
5.000000,40.663564,0.000000,-985.477127,0.000000,-0.151454,0.000000,0.000000,-0.128290,0.000000,10.623831,0.000000,3.306829,0.000000,0.067400,0.000000,0.000000,-0.031430,0.000000
5.100000,41.668430,0.000000,-984.992266,0.000000,-0.144620,0.000000,0.000000,-0.130822,0.000000,10.678113,0.000000,3.319227,0.000000,0.068752,0.000000,0.000000,-0.009080,0.000000
5.200000,42.680214,0.000000,-984.512751,0.000000,-0.137781,0.000000,0.000000,-0.128376,0.000000,10.702900,0.000000,3.327368,0.000000,0.067897,0.000000,0.000000,0.061987,0.000000
5.300000,43.697055,0.000000,-984.039214,0.000000,-0.131022,0.000000,0.000000,-0.118327,0.000000,10.720344,0.000000,3.332696,0.000000,0.067564,0.000000,0.000000,0.134906,0.000000
5.400000,44.719244,0.000000,-983.571800,0.000000,-0.124189,0.000000,0.000000,-0.102851,0.000000,10.749765,0.000000,3.337659,0.000000,0.069512,0.000000,0.000000,0.165652,0.000000
5.500000,45.748402,0.000000,-983.110531,0.000000,-0.117042,0.000000,0.000000,-0.087181,0.000000,10.796157,0.000000,3.343603,0.000000,0.073647,0.000000,0.000000,0.139784,0.000000
5.600000,46.785899,0.000000,-982.655637,0.000000,-0.109440,0.000000,0.000000,-0.076151,0.000000,10.848476,0.000000,3.350710,0.000000,0.078267,0.000000,0.000000,0.078656,0.000000
5.700000,47.831548,0.000000,-982.207622,0.000000,-0.101446,0.000000,0.000000,-0.071281,0.000000,10.888014,0.000000,3.358301,0.000000,0.081189,0.000000,0.000000,0.023115,0.000000
5.800000,48.883381,0.000000,-981.767108,0.000000,-0.093305,0.000000,0.000000,-0.070174,0.000000,10.900798,0.000000,3.364716,0.000000,0.081147,0.000000,0.000000,0.006576,0.000000
5.900000,49.938543,0.000000,-981.334627,0.000000,-0.085305,0.000000,0.000000,-0.068387,0.000000,10.886048,0.000000,3.368260,0.000000,0.078590,0.000000,0.000000,0.034871,0.000000
6.000000,50.994675,0.000000,-980.910438,0.000000,-0.077615,0.000000,0.000000,-0.062410,0.000000,10.855655,0.000000,3.368799,0.000000,0.075246,0.000000,0.000000,0.085103,0.000000
6.100000,52.050853,0.000000,-980.494488,0.000000,-0.070221,0.000000,0.000000,-0.051784,0.000000,10.825700,0.000000,3.367778,0.000000,0.072878,0.000000,0.000000,0.122830,0.000000
6.200000,53.107553,0.000000,-980.086542,0.000000,-0.062979,0.000000,0.000000,-0.039092,0.000000,10.806245,0.000000,3.366753,0.000000,0.072210,0.000000,0.000000,0.124714,0.000000
6.300000,54.165753,0.000000,-979.686402,0.000000,-0.055739,0.000000,0.000000,-0.028067,0.000000,10.795962,0.000000,3.366455,0.000000,0.072641,0.000000,0.000000,0.091828,0.000000
6.400000,55.225841,0.000000,-979.294005,0.000000,-0.048460,0.000000,0.000000,-0.021181,0.000000,10.784376,0.000000,3.366777,0.000000,0.072752,0.000000,0.000000,0.046451,0.000000
6.500000,56.287004,0.000000,-978.909362,0.000000,-0.041244,0.000000,0.000000,-0.018263,0.000000,10.759541,0.000000,3.366888,0.000000,0.071253,0.000000,0.000000,0.016143,0.000000
6.600000,57.347454,0.000000,-978.532449,0.000000,-0.034278,0.000000,0.000000,-0.016893,0.000000,10.715839,0.000000,3.365582,0.000000,0.067801,0.000000,0.000000,0.016170,0.000000
6.700000,58.405251,0.000000,-978.163115,0.000000,-0.027726,0.000000,0.000000,-0.014140,0.000000,10.657065,0.000000,3.362204,0.000000,0.063154,0.000000,0.000000,0.041323,0.000000
6.800000,59.459159,0.000000,-977.801049,0.000000,-0.021645,0.000000,0.000000,-0.008443,0.000000,10.593335,0.000000,3.357225,0.000000,0.058574,0.000000,0.000000,0.071352,0.000000
6.900000,60.508995,0.000000,-977.445819,0.000000,-0.015976,0.000000,0.000000,-0.000428,0.000000,10.534418,0.000000,3.351761,0.000000,0.054997,0.000000,0.000000,0.085134,0.000000
7.000000,61.555322,0.000000,-977.096983,0.000000,-0.010607,0.000000,0.000000,0.007702,0.000000,10.484074,0.000000,3.346700,0.000000,0.052525,0.000000,0.000000,0.073708,0.000000
7.100000,62.598739,0.000000,-976.754163,0.000000,-0.005455,0.000000,0.000000,0.013678,0.000000,10.438702,0.000000,3.342323,0.000000,0.050486,0.000000,0.000000,0.044362,0.000000
7.200000,63.639263,0.000000,-976.417038,0.000000,-0.000527,0.000000,0.000000,0.016542,0.000000,10.390611,0.000000,3.338327,0.000000,0.047925,0.000000,0.000000,0.014413,0.000000
7.300000,64.676151,0.000000,-976.085293,0.000000,0.004090,0.000000,0.000000,0.017085,0.000000,10.333383,0.000000,3.334009,0.000000,0.044225,0.000000,0.000000,-0.000369,0.000000
7.400000,65.708236,0.000000,-975.758564,0.000000,0.008281,0.000000,0.000000,0.017171,0.000000,10.265865,0.000000,3.328705,0.000000,0.039466,0.000000,0.000000,0.004891,0.000000
7.500000,66.734499,0.000000,-975.436422,0.000000,0.011970,0.000000,0.000000,0.018501,0.000000,10.192524,0.000000,3.322312,0.000000,0.034317,0.000000,0.000000,0.022458,0.000000
7.600000,67.754526,0.000000,-975.118381,0.000000,0.015158,0.000000,0.000000,0.021603,0.000000,10.120360,0.000000,3.315359,0.000000,0.029569,0.000000,0.000000,0.038083,0.000000
7.700000,68.768564,0.000000,-974.803943,0.000000,0.017912,0.000000,0.000000,0.025652,0.000000,10.054669,0.000000,3.308567,0.000000,0.025657,0.000000,0.000000,0.040276,0.000000
7.800000,69.777208,0.000000,-974.492647,0.000000,0.020315,0.000000,0.000000,0.029109,0.000000,9.996325,0.000000,3.302400,0.000000,0.022471,0.000000,0.000000,0.026814,0.000000
7.900000,70.780942,0.000000,-974.184083,0.000000,0.022414,0.000000,0.000000,0.030717,0.000000,9.941974,0.000000,3.296902,0.000000,0.019490,0.000000,0.000000,0.005011,0.000000
8.000000,71.779817,0.000000,-973.877874,0.000000,0.024200,0.000000,0.000000,0.030214,0.000000,9.886689,0.000000,3.291752,0.000000,0.016143,0.000000,0.000000,-0.013653,0.000000
8.100000,72.773446,0.000000,-973.573647,0.000000,0.025620,0.000000,0.000000,0.028388,0.000000,9.827227,0.000000,3.286468,0.000000,0.012163,0.000000,0.000000,-0.020719,0.000000
8.200000,73.761274,0.000000,-973.271014,0.000000,0.026617,0.000000,0.000000,0.026506,0.000000,9.763926,0.000000,3.280728,0.000000,0.007725,0.000000,0.000000,-0.015365,0.000000
8.300000,74.742938,0.000000,-972.969567,0.000000,0.027166,0.000000,0.000000,0.025529,0.000000,9.700274,0.000000,3.274595,0.000000,0.003303,0.000000,0.000000,-0.004022,0.000000
8.400000,75.718495,0.000000,-972.668897,0.000000,0.027294,0.000000,0.000000,0.025597,0.000000,9.640681,0.000000,3.268462,0.000000,-0.000632,0.000000,0.000000,0.004189,0.000000
8.500000,76.688396,0.000000,-972.368612,0.000000,0.027063,0.000000,0.000000,0.026042,0.000000,9.587975,0.000000,3.262764,0.000000,-0.003877,0.000000,0.000000,0.003047,0.000000
8.600000,77.653252,0.000000,-972.068363,0.000000,0.026538,0.000000,0.000000,0.025876,0.000000,9.542078,0.000000,3.257731,0.000000,-0.006566,0.000000,0.000000,-0.007506,0.000000
8.700000,78.613551,0.000000,-971.767838,0.000000,0.025757,0.000000,0.000000,0.024399,0.000000,9.500488,0.000000,3.253320,0.000000,-0.009052,0.000000,0.000000,-0.022001,0.000000
8.800000,79.569490,0.000000,-971.466760,0.000000,0.024722,0.000000,0.000000,0.021588,0.000000,9.460080,0.000000,3.249270,0.000000,-0.011676,0.000000,0.000000,-0.033168,0.000000
8.900000,80.521000,0.000000,-971.164867,0.000000,0.023412,0.000000,0.000000,0.018045,0.000000,9.419051,0.000000,3.245271,0.000000,-0.014562,0.000000,0.000000,-0.036279,0.000000
9.000000,81.467937,0.000000,-970.861899,0.000000,0.021805,0.000000,0.000000,0.014606,0.000000,9.377885,0.000000,3.241153,0.000000,-0.017566,0.000000,0.000000,-0.031573,0.000000
9.100000,82.410304,0.000000,-970.557600,0.000000,0.019905,0.000000,0.000000,0.011848,0.000000,9.338902,0.000000,3.236992,0.000000,-0.020378,0.000000,0.000000,-0.023587,0.000000
9.200000,83.348369,0.000000,-970.251725,0.000000,0.017746,0.000000,0.000000,0.009803,0.000000,9.304792,0.000000,3.233042,0.000000,-0.022716,0.000000,0.000000,-0.018117,0.000000
9.300000,84.282639,0.000000,-969.944045,0.000000,0.015382,0.000000,0.000000,0.008010,0.000000,9.277096,0.000000,3.229561,0.000000,-0.024476,0.000000,0.000000,-0.018806,0.000000
9.400000,85.213695,0.000000,-969.634369,0.000000,0.012867,0.000000,0.000000,0.005837,0.000000,9.255485,0.000000,3.226668,0.000000,-0.025769,0.000000,0.000000,-0.025310,0.000000
9.500000,86.142018,0.000000,-969.322535,0.000000,0.010236,0.000000,0.000000,0.002872,0.000000,9.238149,0.000000,3.224302,0.000000,-0.026832,0.000000,0.000000,-0.033910,0.000000
9.600000,87.067887,0.000000,-969.008415,0.000000,0.007501,0.000000,0.000000,-0.000858,0.000000,9.222969,0.000000,3.222274,0.000000,-0.027884,0.000000,0.000000,-0.039947,0.000000
9.700000,87.991408,0.000000,-968.691900,0.000000,0.004656,0.000000,0.000000,-0.004929,0.000000,9.208734,0.000000,3.220378,0.000000,-0.029003,0.000000,0.000000,-0.040548,0.000000
9.800000,88.912636,0.000000,-968.372891,0.000000,0.001701,0.000000,0.000000,-0.008789,0.000000,9.195708,0.000000,3.218512,0.000000,-0.030094,0.000000,0.000000,-0.036062,0.000000
9.900000,89.831714,0.000000,-968.051296,0.000000,-0.001355,0.000000,0.000000,-0.012069,0.000000,9.185301,0.000000,3.216726,0.000000,-0.030965,0.000000,0.000000,-0.029544,0.000000
10.000000,90.748954,0.000000,-967.727030,0.000000,-0.004479,0.000000,0.000000,-0.014757,0.000000,9.179119,0.000000,3.215180,0.000000,-0.031444,0.000000,0.000000,-0.024775,0.000000
10.100000,91.664805,0.000000,-967.400023,0.000000,-0.007629,0.000000,0.000000,-0.017165,0.000000,9.177994,0.000000,3.214030,0.000000,-0.031478,0.000000,0.000000,-0.024074,0.000000
10.200000,92.579753,0.000000,-967.070229,0.000000,-0.010763,0.000000,0.000000,-0.019705,0.000000,9.181535,0.000000,3.213341,0.000000,-0.031153,0.000000,0.000000,-0.027147,0.000000
10.300000,93.494203,0.000000,-966.737628,0.000000,-0.013853,0.000000,0.000000,-0.022642,0.000000,9.188395,0.000000,3.213062,0.000000,-0.030636,0.000000,0.000000,-0.031515,0.000000
10.400000,94.408416,0.000000,-966.402228,0.000000,-0.016889,0.000000,0.000000,-0.025948,0.000000,9.197042,0.000000,3.213059,0.000000,-0.030080,0.000000,0.000000,-0.034122,0.000000
10.500000,95.322527,0.000000,-966.064055,0.000000,-0.019870,0.000000,0.000000,-0.029341,0.000000,9.206558,0.000000,3.213189,0.000000,-0.029544,0.000000,0.000000,-0.033109,0.000000
10.600000,96.236628,0.000000,-965.723146,0.000000,-0.022797,0.000000,0.000000,-0.032453,0.000000,9.217002,0.000000,3.213383,0.000000,-0.028975,0.000000,0.000000,-0.028755,0.000000
10.700000,97.150860,0.000000,-965.379540,0.000000,-0.025660,0.000000,0.000000,-0.035046,0.000000,9.229194,0.000000,3.213669,0.000000,-0.028254,0.000000,0.000000,-0.023119,0.000000
10.800000,98.065466,0.000000,-965.033280,0.000000,-0.028439,0.000000,0.000000,-0.037119,0.000000,9.244083,0.000000,3.214142,0.000000,-0.027278,0.000000,0.000000,-0.018728,0.000000
10.900000,98.980767,0.000000,-964.684420,0.000000,-0.031106,0.000000,0.000000,-0.038888,0.000000,9.262099,0.000000,3.214899,0.000000,-0.026020,0.000000,0.000000,-0.017114,0.000000
11.000000,99.897099,0.000000,-964.333026,0.000000,-0.033635,0.000000,0.000000,-0.040632,0.000000,9.282860,0.000000,3.215976,0.000000,-0.024547,0.000000,0.000000,-0.018060,0.000000
11.100000,100.814733,0.000000,-963.979187,0.000000,-0.036012,0.000000,0.000000,-0.042532,0.000000,9.305354,0.000000,3.217329,0.000000,-0.022980,0.000000,0.000000,-0.019888,0.000000
11.200000,101.733833,0.000000,-963.623010,0.000000,-0.038232,0.000000,0.000000,-0.044570,0.000000,9.328462,0.000000,3.218861,0.000000,-0.021428,0.000000,0.000000,-0.020553,0.000000
11.300000,102.654468,0.000000,-963.264615,0.000000,-0.040300,0.000000,0.000000,-0.046560,0.000000,9.351494,0.000000,3.220471,0.000000,-0.019937,0.000000,0.000000,-0.018834,0.000000
11.400000,103.576674,0.000000,-962.904128,0.000000,-0.042220,0.000000,0.000000,-0.048261,0.000000,9.374433,0.000000,3.222105,0.000000,-0.018473,0.000000,0.000000,-0.014959,0.000000
11.500000,104.500513,0.000000,-962.541675,0.000000,-0.043993,0.000000,0.000000,-0.049525,0.000000,9.397775,0.000000,3.223774,0.000000,-0.016962,0.000000,0.000000,-0.010348,0.000000
11.600000,105.426106,0.000000,-962.177378,0.000000,-0.045609,0.000000,0.000000,-0.050364,0.000000,9.422098,0.000000,3.225536,0.000000,-0.015338,0.000000,0.000000,-0.006705,0.000000
11.700000,106.353621,0.000000,-961.811365,0.000000,-0.047056,0.000000,0.000000,-0.050934,0.000000,9.447626,0.000000,3.227448,0.000000,-0.013589,0.000000,0.000000,-0.005031,0.000000
11.800000,107.283228,0.000000,-961.443769,0.000000,-0.048324,0.000000,0.000000,-0.051432,0.000000,9.474035,0.000000,3.229525,0.000000,-0.011765,0.000000,0.000000,-0.005127,0.000000
11.900000,108.215043,0.000000,-961.074735,0.000000,-0.049409,0.000000,0.000000,-0.051981,0.000000,9.500590,0.000000,3.231732,0.000000,-0.009952,0.000000,0.000000,-0.005822,0.000000
12.000000,109.149104,0.000000,-960.704418,0.000000,-0.050317,0.000000,0.000000,-0.052570,0.000000,9.526515,0.000000,3.233994,0.000000,-0.008224,0.000000,0.000000,-0.005733,0.000000
12.100000,110.085386,0.000000,-960.332979,0.000000,-0.051058,0.000000,0.000000,-0.053073,0.000000,9.551346,0.000000,3.236240,0.000000,-0.006609,0.000000,0.000000,-0.004082,0.000000
12.200000,111.023833,0.000000,-959.960573,0.000000,-0.051642,0.000000,0.000000,-0.053339,0.000000,9.575092,0.000000,3.238428,0.000000,-0.005083,0.000000,0.000000,-0.001087,0.000000
12.300000,111.964411,0.000000,-959.587354,0.000000,-0.052076,0.000000,0.000000,-0.053278,0.000000,9.598104,0.000000,3.240564,0.000000,-0.003592,0.000000,0.000000,0.002249,0.000000
12.400000,112.907123,0.000000,-959.213466,0.000000,-0.052360,0.000000,0.000000,-0.052916,0.000000,9.620771,0.000000,3.242684,0.000000,-0.002093,0.000000,0.000000,0.004783,0.000000
12.500000,113.851999,0.000000,-958.839050,0.000000,-0.052494,0.000000,0.000000,-0.052371,0.000000,9.643226,0.000000,3.244821,0.000000,-0.000581,0.000000,0.000000,0.005897,0.000000
12.600000,114.799065,0.000000,-958.464247,0.000000,-0.052477,0.000000,0.000000,-0.051779,0.000000,9.665234,0.000000,3.246983,0.000000,0.000909,0.000000,0.000000,0.005802,0.000000
12.700000,115.748309,0.000000,-958.089201,0.000000,-0.052315,0.000000,0.000000,-0.051224,0.000000,9.686299,0.000000,3.249139,0.000000,0.002319,0.000000,0.000000,0.005340,0.000000
12.800000,116.699664,0.000000,-957.714055,0.000000,-0.052018,0.000000,0.000000,-0.050692,0.000000,9.705933,0.000000,3.251238,0.000000,0.003605,0.000000,0.000000,0.005437,0.000000
12.900000,117.653020,0.000000,-957.338948,0.000000,-0.051599,0.000000,0.000000,-0.050101,0.000000,9.723885,0.000000,3.253230,0.000000,0.004753,0.000000,0.000000,0.006558,0.000000
13.000000,118.608254,0.000000,-956.964014,0.000000,-0.051071,0.000000,0.000000,-0.049352,0.000000,9.740230,0.000000,3.255092,0.000000,0.005786,0.000000,0.000000,0.008482,0.000000
13.100000,119.565261,0.000000,-956.589372,0.000000,-0.050444,0.000000,0.000000,-0.048400,0.000000,9.755263,0.000000,3.256831,0.000000,0.006745,0.000000,0.000000,0.010493,0.000000
13.200000,120.523960,0.000000,-956.215135,0.000000,-0.049723,0.000000,0.000000,-0.047276,0.000000,9.769278,0.000000,3.258473,0.000000,0.007658,0.000000,0.000000,0.011838,0.000000
13.300000,121.484292,0.000000,-955.841404,0.000000,-0.048913,0.000000,0.000000,-0.046068,0.000000,9.782379,0.000000,3.260043,0.000000,0.008531,0.000000,0.000000,0.012172,0.000000
13.400000,122.446192,0.000000,-955.468278,0.000000,-0.048019,0.000000,0.000000,-0.044870,0.000000,9.794421,0.000000,3.261544,0.000000,0.009338,0.000000,0.000000,0.011714,0.000000
13.500000,123.409571,0.000000,-955.095849,0.000000,-0.047049,0.000000,0.000000,-0.043732,0.000000,9.805108,0.000000,3.262956,0.000000,0.010044,0.000000,0.000000,0.011074,0.000000
13.600000,124.374305,0.000000,-954.724206,0.000000,-0.046015,0.000000,0.000000,-0.042640,0.000000,9.814174,0.000000,3.264249,0.000000,0.010624,0.000000,0.000000,0.010856,0.000000
13.700000,125.340247,0.000000,-954.353428,0.000000,-0.044929,0.000000,0.000000,-0.041537,0.000000,9.821534,0.000000,3.265393,0.000000,0.011078,0.000000,0.000000,0.011311,0.000000
13.800000,126.307250,0.000000,-953.983584,0.000000,-0.043803,0.000000,0.000000,-0.040362,0.000000,9.827324,0.000000,3.266381,0.000000,0.011426,0.000000,0.000000,0.012227,0.000000
13.900000,127.275181,0.000000,-953.614731,0.000000,-0.042646,0.000000,0.000000,-0.039093,0.000000,9.831807,0.000000,3.267224,0.000000,0.011700,0.000000,0.000000,0.013096,0.000000
14.000000,128.243932,0.000000,-953.246915,0.000000,-0.041464,0.000000,0.000000,-0.037760,0.000000,9.835220,0.000000,3.267946,0.000000,0.011921,0.000000,0.000000,0.013440,0.000000
